customer_id,email,first_name,last_name,city,phone_number,source_system,timestamp
1,user1@test.com,Alicia,Smith,Leeds,0755555555,facebook,2025-01-02 03:11:33
2,user2@test.com,Frank,Davis,Leeds,0755555555,facebook,2025-01-02 14:52:13
3,user3@test.com,Frank,Miller,Leeds,0712345678,instagram,2025-01-02 08:04:26
4,user4@test.com,Diana,Miller,Liverpool,0712345678,linkedin,2025-01-02 19:03:03
5,user5@test.com,Alicia,Smith,Newcastle,,instagram,2025-01-02 16:17:12
6,user6@test.com,Henry,Brown,London,0712345678,facebook,2025-01-02 02:49:15
7,user7@test.com,Henry,Martinez,Newcastle,,linkedin,2025-01-02 06:14:16
8,user8@test.com,Diana,Brown,Birmingham,,google,2025-01-02 07:01:14
9,user9@test.com,Grace,Brown,,0788888888,instagram,2025-01-02 18:55:06
10,user10@test.com,Alicia,Johnson,Birmingham,0798765432,instagram,2025-01-02 18:36:04
11,user11@test.com,Frank,Rodriguez,Birmingham,0755555555,linkedin,2025-01-02 11:38:56
12,user12@test.com,Alice,Garcia,Bristol,0755555555,linkedin,2025-01-02 15:38:43
13,user13@test.com,Eve,Johnson,London,,instagram,2025-01-02 21:51:49
14,user14@test.com,Diana,Miller,Manchester,0788888888,instagram,2025-01-02 02:06:08
15,user15@test.com,Eve,Davis,Newcastle,0712345678,facebook,2025-01-02 16:02:46
16,user16@test.com,Bob,Garcia,Newcastle,0798765432,linkedin,2025-01-02 05:39:30
17,user17@test.com,Alice,Smith,Newcastle,0788888888,instagram,2025-01-02 04:51:54
18,user18@test.com,Alice,Martinez,Leeds,0788888888,linkedin,2025-01-02 08:01:54
19,user19@test.com,Henry,Garcia,Newcastle,0755555555,instagram,2025-01-02 15:34:22
20,user20@test.com,Ivy,Williams,London,0755555555,linkedin,2025-01-02 22:22:00
21,user21@test.com,Charlie,Taylor,Manchester,0755555555,google,2025-01-02 05:39:04
22,user22@test.com,Henry,Rodriguez,Bristol,0798765432,linkedin,2025-01-02 16:45:12
23,user23@test.com,Eve,Garcia,Bristol,0788888888,linkedin,2025-01-02 21:27:16
24,user24@test.com,Grace,Johnson,Manchester,0712345678,google,2025-01-02 05:06:24
25,user25@test.com,Grace,Taylor,Liverpool,0788888888,linkedin,2025-01-02 04:56:15
26,user26@test.com,Bob,Smith,,0755555555,facebook,2025-01-02 20:55:01
27,user27@test.com,Bob,Johnson,London,0798765432,linkedin,2025-01-02 22:25:13
28,user28@test.com,Henry,Smith,London,0798765432,instagram,2025-01-02 06:50:15
29,user29@test.com,Grace,Brown,Bristol,0755555555,instagram,2025-01-02 09:46:21
30,user30@test.com,Frank,Smith,London,0798765432,google,2025-01-02 22:48:58
31,user31@test.com,Alice,Johnson,Birmingham,0788888888,facebook,2025-01-02 13:30:42
32,user32@test.com,Henry,Williams,London,0788888888,linkedin,2025-01-02 21:54:40
33,user33@test.com,Charlie,Miller,Birmingham,0788888888,facebook,2025-01-02 09:24:51
34,user34@test.com,Alice,Williams,Liverpool,0755555555,instagram,2025-01-02 22:25:29
35,user35@test.com,Alicia,Rodriguez,Leeds,0712345678,instagram,2025-01-02 04:22:52
36,user36@test.com,Alice,Johnson,Manchester,0755555555,google,2025-01-02 01:26:00
37,user37@test.com,Alicia,Garcia,London,0712345678,instagram,2025-01-02 17:22:25
38,user38@test.com,Bob,Davis,Birmingham,,google,2025-01-02 19:41:14
39,user39@test.com,Bob,Taylor,Newcastle,0712345678,instagram,2025-01-02 08:12:20
40,user40@test.com,Henry,Brown,London,0755555555,linkedin,2025-01-02 12:27:13
41,user41@test.com,Bob,Miller,Birmingham,,facebook,2025-01-02 13:45:33
42,user42@test.com,Bob,Williams,Bristol,0712345678,facebook,2025-01-02 02:57:30
43,user43@test.com,Frank,Miller,Birmingham,0788888888,linkedin,2025-01-02 21:51:53
44,user44@test.com,Bob,Brown,Bristol,,facebook,2025-01-02 05:31:24
45,user45@test.com,Charlie,Rodriguez,London,0788888888,facebook,2025-01-02 06:12:55
46,user46@test.com,Grace,Garcia,Birmingham,0798765432,facebook,2025-01-02 17:18:18
47,user47@test.com,Henry,Johnson,Birmingham,,facebook,2025-01-02 08:01:47
