customer_id,email,first_name,last_name,city,phone_number,source_system,timestamp
1,user1@test.com,Alice,Davis,,0712345678,google,2025-01-03 08:24:57
2,user2@test.com,Charlie,Taylor,,,facebook,2025-01-03 01:30:27
3,user3@test.com,Charlie,Davis,Birmingham,0798765432,facebook,2025-01-03 17:09:20
4,user4@test.com,Frank,Williams,Newcastle,0788888888,google,2025-01-03 07:54:39
5,user5@test.com,Henry,Johnson,,0798765432,facebook,2025-01-03 20:26:26
6,user6@test.com,Diana,Rodriguez,,0712345678,google,2025-01-03 10:33:49
7,user7@test.com,Bob,Martinez,Liverpool,,google,2025-01-03 08:23:17
8,user8@test.com,Ivy,Brown,,0712345678,linkedin,2025-01-03 05:49:25
9,user9@test.com,Henry,Smith,Bristol,0712345678,linkedin,2025-01-03 01:08:39
10,user10@test.com,Diana,Garcia,Leeds,0788888888,linkedin,2025-01-03 07:55:38
11,user11@test.com,Ivy,Martinez,Bristol,0755555555,linkedin,2025-01-03 03:52:49
12,user12@test.com,Grace,Rodriguez,Newcastle,0712345678,google,2025-01-03 06:29:55
13,user13@test.com,Alicia,Rodriguez,Bristol,0788888888,linkedin,2025-01-03 04:47:48
14,user14@test.com,Charlie,Brown,Bristol,0712345678,facebook,2025-01-03 01:02:51
15,user15@test.com,Frank,Garcia,Liverpool,,facebook,2025-01-03 05:37:46
16,user16@test.com,Henry,Rodriguez,London,0712345678,linkedin,2025-01-03 05:55:23
17,user17@test.com,Henry,Martinez,Manchester,0712345678,google,2025-01-03 05:39:38
17,user17@test.com,Henry,Martinez,Manchester,0712345678,google,2025-01-03 10:59:44
18,user18@test.com,Bob,Brown,London,,facebook,2025-01-03 02:33:47
19,user19@test.com,Henry,Martinez,Manchester,,instagram,2025-01-03 07:08:13
20,user20@test.com,Grace,Miller,London,,instagram,2025-01-03 00:12:00
21,user21@test.com,Ivy,Miller,Liverpool,0788888888,facebook,2025-01-03 17:48:27
22,user22@test.com,Diana,Davis,,,google,2025-01-03 02:57:41
23,user23@test.com,Frank,Davis,Birmingham,0755555555,instagram,2025-01-03 04:56:44
24,user24@test.com,Frank,Smith,,,linkedin,2025-01-03 11:31:36
25,user25@test.com,Frank,Martinez,,0798765432,instagram,2025-01-03 01:26:08
26,user26@test.com,Ivy,Miller,Leeds,0798765432,linkedin,2025-01-03 00:31:41
27,user27@test.com,Eve,Garcia,Birmingham,0755555555,linkedin,2025-01-03 15:10:56
28,user28@test.com,Grace,Rodriguez,Bristol,0788888888,google,2025-01-03 21:43:42
28,user28@test.com,Grace,Rodriguez,Bristol,0788888888,google,2025-01-03 04:42:03
29,user29@test.com,Alicia,Johnson,Leeds,0755555555,linkedin,2025-01-03 13:54:20
30,user30@test.com,Frank,Brown,Liverpool,,linkedin,2025-01-03 19:14:54
30,user30@test.com,Frank,Brown,Liverpool,,linkedin,2025-01-03 03:35:32
31,user31@test.com,Diana,Johnson,Leeds,0798765432,facebook,2025-01-03 17:21:21
32,user32@test.com,Eve,Smith,Liverpool,,facebook,2025-01-03 05:49:18
33,user33@test.com,Grace,Brown,Bristol,0755555555,linkedin,2025-01-03 14:00:08
34,user34@test.com,Alice,Smith,Liverpool,,linkedin,2025-01-03 23:51:48
35,user35@test.com,Henry,Williams,Leeds,,instagram,2025-01-03 06:37:37
35,user35@test.com,Henry,Williams,Leeds,,instagram,2025-01-03 12:43:55
36,user36@test.com,Alice,Smith,Liverpool,0712345678,facebook,2025-01-03 10:37:32
37,user37@test.com,Henry,Davis,Liverpool,,google,2025-01-03 01:14:10
38,user38@test.com,Henry,Williams,Liverpool,0788888888,linkedin,2025-01-03 16:23:57
39,user39@test.com,Alicia,Rodriguez,Manchester,0798765432,google,2025-01-03 22:01:39
40,user40@test.com,Bob,Johnson,Bristol,0788888888,linkedin,2025-01-03 11:51:31
40,user40@test.com,Bob,Johnson,Bristol,0788888888,linkedin,2025-01-03 14:19:28
41,user41@test.com,Bob,Martinez,London,,facebook,2025-01-03 22:06:11
42,user42@test.com,Frank,Garcia,,0788888888,google,2025-01-03 09:00:28
42,user42@test.com,Frank,Garcia,,0788888888,google,2025-01-03 18:33:10
43,user43@test.com,Charlie,Garcia,London,0755555555,google,2025-01-03 10:33:15
44,user44@test.com,Frank,Taylor,,0712345678,linkedin,2025-01-03 19:54:02
45,user45@test.com,Grace,Taylor,Liverpool,0712345678,instagram,2025-01-03 16:52:56
46,user46@test.com,Eve,Garcia,Bristol,,instagram,2025-01-03 10:43:26
47,user47@test.com,Frank,Johnson,Manchester,0712345678,google,2025-01-03 21:30:44
48,user48@test.com,Diana,Miller,Bristol,0798765432,instagram,2025-01-03 08:49:09
49,user49@test.com,Charlie,Smith,Leeds,0712345678,instagram,2025-01-03 02:22:29
50,user50@test.com,Grace,Brown,Newcastle,,facebook,2025-01-03 12:48:34
51,user51@test.com,Frank,Martinez,Birmingham,0755555555,facebook,2025-01-03 23:22:00
52,user52@test.com,Charlie,Taylor,London,,facebook,2025-01-03 07:30:47
53,user53@test.com,Frank,Miller,Liverpool,0788888888,google,2025-01-03 22:53:16
54,user54@test.com,Alice,Smith,,0788888888,instagram,2025-01-03 20:32:38
55,user55@test.com,Frank,Williams,Manchester,0755555555,google,2025-01-03 05:47:35
56,user56@test.com,Frank,Smith,Newcastle,,instagram,2025-01-03 19:02:23
57,user57@test.com,Charlie,Miller,,0755555555,facebook,2025-01-03 13:29:25
58,user58@test.com,Charlie,Smith,London,0798765432,google,2025-01-03 20:27:25
59,user59@test.com,Frank,Davis,London,0755555555,google,2025-01-03 05:00:57
60,user60@test.com,Charlie,Johnson,Newcastle,0788888888,instagram,2025-01-03 14:17:32
61,user61@test.com,Diana,Garcia,Manchester,0755555555,instagram,2025-01-03 06:26:25
62,user62@test.com,Alice,Taylor,,0755555555,facebook,2025-01-03 02:45:18
63,user63@test.com,Henry,Miller,Manchester,,google,2025-01-03 19:15:44
63,user63@test.com,Henry,Miller,Manchester,,google,2025-01-03 05:33:33
64,user64@test.com,Alice,Johnson,London,0798765432,instagram,2025-01-03 05:52:28
65,user65@test.com,Eve,Brown,Birmingham,0798765432,google,2025-01-03 01:55:00
66,user66@test.com,Ivy,Williams,Manchester,0712345678,google,2025-01-03 14:57:47
67,user67@test.com,Frank,Davis,,0788888888,linkedin,2025-01-03 02:08:44
68,user68@test.com,Henry,Taylor,Birmingham,0755555555,linkedin,2025-01-03 04:21:40
69,user69@test.com,Diana,Martinez,Manchester,,google,2025-01-03 22:32:07
70,user70@test.com,Alice,Smith,London,0798765432,instagram,2025-01-03 21:20:33
71,user71@test.com,Eve,Miller,Newcastle,,google,2025-01-03 15:08:35
72,user72@test.com,Henry,Miller,Newcastle,0712345678,linkedin,2025-01-03 12:01:13
73,user73@test.com,Frank,Williams,Leeds,,google,2025-01-03 05:57:19
74,user74@test.com,Frank,Williams,Manchester,0788888888,linkedin,2025-01-03 16:05:55
75,user75@test.com,Eve,Garcia,Bristol,0798765432,linkedin,2025-01-03 13:02:46
76,user76@test.com,Diana,Brown,Newcastle,0798765432,facebook,2025-01-03 18:28:50
77,user77@test.com,Bob,Davis,Leeds,0798765432,linkedin,2025-01-03 19:31:25
78,user78@test.com,Charlie,Brown,Bristol,0788888888,linkedin,2025-01-03 18:43:50
79,user79@test.com,Ivy,Miller,Birmingham,0788888888,linkedin,2025-01-03 10:04:19
80,user80@test.com,Charlie,Taylor,,0755555555,instagram,2025-01-03 16:58:39
81,user81@test.com,Charlie,Williams,,0712345678,instagram,2025-01-03 15:19:25
82,user82@test.com,Bob,Brown,,0755555555,facebook,2025-01-03 12:47:59
83,user83@test.com,Alicia,Martinez,Liverpool,,google,2025-01-03 17:28:06
84,user84@test.com,Eve,Brown,Manchester,,linkedin,2025-01-03 21:09:59
85,user85@test.com,Frank,Taylor,Manchester,0755555555,linkedin,2025-01-03 16:16:41
86,user86@test.com,Alice,Davis,Liverpool,0712345678,google,2025-01-03 13:21:01
87,user87@test.com,Eve,Martinez,Birmingham,0798765432,facebook,2025-01-03 12:13:52
88,user88@test.com,Ivy,Davis,Birmingham,0755555555,instagram,2025-01-03 00:27:00
89,user89@test.com,Grace,Williams,Leeds,0788888888,linkedin,2025-01-03 07:08:34
90,user90@test.com,Grace,Rodriguez,Leeds,0798765432,linkedin,2025-01-03 19:12:42
91,user91@test.com,Frank,Davis,Manchester,,instagram,2025-01-03 04:34:16
91,user91@test.com,Frank,Davis,Manchester,,instagram,2025-01-03 17:30:25
92,user92@test.com,Charlie,Taylor,Bristol,,instagram,2025-01-03 04:19:12
93,user93@test.com,Eve,Brown,Manchester,0755555555,instagram,2025-01-03 05:26:04
94,user94@test.com,Ivy,Johnson,Manchester,0788888888,linkedin,2025-01-03 14:50:30
95,user95@test.com,Charlie,Johnson,Leeds,0788888888,google,2025-01-03 21:11:44
96,user96@test.com,Alicia,Miller,Liverpool,0788888888,facebook,2025-01-03 15:54:41
97,user97@test.com,Frank,Smith,Bristol,0755555555,facebook,2025-01-03 02:29:35
97,user97@test.com,Frank,Smith,Bristol,0755555555,facebook,2025-01-03 18:29:25
98,user98@test.com,Charlie,Garcia,Newcastle,0755555555,instagram,2025-01-03 20:08:23
99,user99@test.com,Henry,Miller,Newcastle,0712345678,google,2025-01-03 02:42:11
100,user100@test.com,Frank,Miller,,0712345678,linkedin,2025-01-03 23:04:01
101,user101@test.com,Bob,Rodriguez,Bristol,0798765432,google,2025-01-03 00:55:38
102,user102@test.com,Henry,Martinez,Liverpool,0798765432,google,2025-01-03 05:03:32
103,user103@test.com,Alicia,Johnson,Manchester,0788888888,google,2025-01-03 00:29:42
104,user104@test.com,Frank,Taylor,London,0712345678,google,2025-01-03 14:45:42
105,user105@test.com,Charlie,Brown,London,0755555555,linkedin,2025-01-03 20:33:03
106,user106@test.com,Diana,Smith,Manchester,0798765432,linkedin,2025-01-03 00:01:14
106,user106@test.com,Diana,Smith,Manchester,0798765432,linkedin,2025-01-03 18:10:20
107,user107@test.com,Diana,Brown,Bristol,0788888888,instagram,2025-01-03 09:20:06
108,user108@test.com,Frank,Davis,London,,google,2025-01-03 00:14:18
109,user109@test.com,Alicia,Taylor,,0755555555,instagram,2025-01-03 10:16:38
110,user110@test.com,Ivy,Garcia,London,0755555555,facebook,2025-01-03 23:21:20
111,user111@test.com,Eve,Smith,,0798765432,instagram,2025-01-03 02:27:12
112,user112@test.com,Alice,Miller,Liverpool,0712345678,google,2025-01-03 12:35:36
113,user113@test.com,Alice,Garcia,Bristol,,linkedin,2025-01-03 06:27:34
114,user114@test.com,Grace,Taylor,Leeds,0798765432,instagram,2025-01-03 07:48:14
115,user115@test.com,Ivy,Smith,London,0755555555,facebook,2025-01-03 06:19:18
116,user116@test.com,Ivy,Martinez,Newcastle,0755555555,linkedin,2025-01-03 20:47:00
117,user117@test.com,Henry,Rodriguez,,0788888888,instagram,2025-01-03 13:26:25
118,user118@test.com,Henry,Martinez,Bristol,0712345678,instagram,2025-01-03 09:56:27
119,user119@test.com,Diana,Taylor,Newcastle,0798765432,instagram,2025-01-03 22:25:11
120,user120@test.com,Bob,Rodriguez,Birmingham,,facebook,2025-01-03 17:00:10
121,user121@test.com,Ivy,Taylor,Liverpool,,instagram,2025-01-03 02:22:12
122,user122@test.com,Henry,Rodriguez,Birmingham,0755555555,instagram,2025-01-03 23:02:57
123,user123@test.com,Grace,Garcia,Bristol,0798765432,google,2025-01-03 06:38:40
124,user124@test.com,Diana,Johnson,Birmingham,0798765432,instagram,2025-01-03 20:51:11
125,user125@test.com,Ivy,Williams,Bristol,0755555555,linkedin,2025-01-03 13:29:25
