customer_id,email,first_name,last_name,city,phone_number,source_system,timestamp
1,david.smith1@example.com,David,Smith,Dallas,5555108603,mobile,2025-01-02 10:16:56
2,emma.brown2@example.com,Emma,Brown,Atlanta,5552458591,partner,2025-01-02 06:43:05
3,bob.smith3@example.com,Bob,Smith,Chicago,5554668136,mobile,2025-01-02 22:40:40
4,quinn.martin4@example.com,Quinn,Martin,NYC,5554335942,partner,2025-01-02 20:27:06
5,henry.anderson5@example.com,Henry,Anderson,Nashville,5555667265,web,2025-01-02 02:34:26
6,frank.wilson6@example.com,Frank,Wilson,Austin,5555661907,mobile,2025-01-02 18:33:07
7,grace.hernandez7@example.com,Grace,Hernandez,Houston,5552556017,partner,2025-01-02 08:49:45
8,david.lopez8@example.com,David,Lopez,Jacksonville,5555437923,web,2025-01-02 05:41:55
9,olivia.moore9@example.com,Olivia,Moore,Nashville,5557350753,web,2025-01-02 03:32:23
10,rachel.martinez10@example.com,Rachel,Martinez,Detroit,5557067228,mobile,2025-01-02 07:03:59
11,charlie.johnson11@example.com,Charlie,Johnson,San Diego,5555855124,web,2025-01-02 00:56:18
12,henry.brown12@example.com,Henry,Brown,Philadelphia,5555663623,partner,2025-01-02 21:17:38
13,liam.garcia13@example.com,Liam,Garcia,Jacksonville,5553091408,mobile,2025-01-02 18:17:26
14,ivy.williams14@example.com,Ivy,Williams,Detroit,5553871230,mobile,2025-01-02 03:34:23
15,frank.anderson15@example.com,Frank,Anderson,Portland,5555528972,mobile,2025-01-02 14:02:47
16,karen.johnson16@example.com,Karen,Johnson,San Diego,5551538552,api,2025-01-02 01:05:53
17,mary.rodriguez17@example.com,Mary,Rodriguez,LA,5554539704,api,2025-01-02 00:54:36
18,grace.thomas18@example.com,Grace,Thomas,Portland,5558698256,mobile,2025-01-02 15:14:28
19,ivy.jones19@example.com,Ivy,Jones,San Diego,5555408072,partner,2025-01-02 17:58:44
20,sam.gonzalez20@example.com,Sam,Gonzalez,Jacksonville,5554679591,mobile,2025-01-02 13:25:20
21,quinn.thomas21@example.com,Quinn,Thomas,Chicago,5551790481,web,2025-01-02 11:42:57
22,emma.garcia22@example.com,Emma,Garcia,Seattle,5552065818,partner,2025-01-02 15:57:07
23,mary.martin23@example.com,Mary,Martin,Denver,5559877065,api,2025-01-02 19:21:21
24,rachel.smith24@example.com,Grace,Smith,Houston,5555476583,api,2025-01-02 15:10:36
25,david.martinez25@example.com,David,Martinez,Seattle,5553653446,partner,2025-01-02 08:04:41
26,alice.rodriguez26@example.com,Alice,Rodriguez,Miami,5552204766,web,2025-01-02 07:34:26
27,jack.taylor27@example.com,Jack,Taylor,Detroit,5554337174,mobile,2025-01-02 14:24:31
28,liam.garcia28@example.com,Liam,Garcia,Atlanta,5559897858,web,2025-01-02 21:58:55
29,tina.hernandez29@example.com,Tina,Hernandez,Boston,5551326765,web,2025-01-02 21:41:59
30,liam.martinez30@example.com,Liam,Martinez,San Diego,5551971823,mobile,2025-01-02 22:41:41
31,sam.williams31@example.com,Sam,Williams,Boston,5559153566,web,2025-01-02 07:41:30
32,rachel.jones32@example.com,Rachel,Jones,Phoenix,5558973915,mobile,2025-01-02 05:22:53
33,ivy.taylor33@example.com,Ivy,Taylor,Detroit,5558099076,mobile,2025-01-02 18:51:45
34,rachel.miller34@example.com,Rachel,Miller,San Jose,5557693979,api,2025-01-02 00:25:12
35,olivia.taylor35@example.com,Olivia,Taylor,Denver,5553030113,mobile,2025-01-02 11:39:44
36,henry.williams36@example.com,Henry,Williams,Austin,5551352896,mobile,2025-01-02 07:07:10
37,sam.davis37@example.com,Sam,Davis,NYC,5552191066,web,2025-01-02 03:44:23
38,henry.williams38@example.com,Henry,Williams,LA,5556543670,web,2025-01-02 02:42:59
39,quinn.davis39@example.com,Quinn,Davis,Dallas,5559143903,mobile,2025-01-02 01:01:38
40,rachel.jones40@example.com,Rachel,Jones,Nashville,5558930103,mobile,2025-01-02 19:38:06
41,peter.wilson41@example.com,Peter,Wilson,San Antonio,5552582524,web,2025-01-02 05:39:55
42,nathan.lopez42@example.com,Nathan,Lopez,Seattle,5557897151,partner,2025-01-02 18:33:11
43,bob.brown43@example.com,Bob,Brown,LA,5557754864,api,2025-01-02 23:52:17
44,david.davis44@example.com,David,Davis,San Antonio,5554191175,partner,2025-01-02 16:59:27
45,emma.wilson45@example.com,Emma,Wilson,Philadelphia,5555673212,partner,2025-01-02 03:13:43
46,henry.williams46@example.com,Henry,Williams,Denver,5552642635,web,2025-01-02 02:06:00
47,rachel.smith47@example.com,Rachel,Smith,Chicago,5554965789,mobile,2025-01-02 06:56:20
48,nathan.thomas48@example.com,Nathan,Thomas,Boston,5554586084,partner,2025-01-02 16:01:29
49,bob.garcia49@example.com,Bob,Garcia,Portland,5551036161,partner,2025-01-02 14:55:44
50,ivy.anderson50@example.com,Ivy,Anderson,San Jose,5558096887,partner,2025-01-02 02:03:57
51,emma.miller51@example.com,Ivy,Miller,San Jose,5554652414,web,2025-01-02 18:05:10
52,sam.moore52@example.com,Sam,Moore,LA,5556261415,web,2025-01-02 22:21:53
53,bob.jackson53@example.com,Bob,Jackson,Boston,5559436429,mobile,2025-01-02 21:37:14
